SOURCE MATERIAL,BINDER(Kg/m^3),FLY-ASH %,SLAG %,rest period hours,CURING TEMPERATURE,CURING PERIOD,NaOH/Na2SiO3,superplasticizer,extra water added,MOLARITY,ALKALINE ACTIVATOR /BINDER RATIO,COMPRESSIVE STRENGTH (MPa)
Class F Fly-Ash,380.0,0.9,0.1,0.0,25.0,48,0.4,3.8,0.0,8.0,0.45,35.06
Class F Fly-Ash,380.0,0.8,0.2,0.0,25.0,48,0.4,3.8,0.0,8.0,0.45,39.37
Class F Fly-Ash,380.0,0.7,0.3,0.0,25.0,48,0.4,3.8,0.0,8.0,0.45,42.62
Class F Fly-Ash,392.0,1.0,0.0,0.0,25.0,48,0.4,0.0,0.0,10.0,0.35,4.0
Class F Fly-Ash,392.0,1.0,0.0,0.0,75.0,24,0.4,0.0,0.0,10.0,0.35,5.0
Class F Fly-Ash,392.0,0.0,1.0,0.0,25.0,48,0.4,0.0,0.0,10.0,0.35,36.0
Class F Fly-Ash,392.0,0.0,0.2,0.0,75.0,24,0.4,0.0,0.0,10.0,0.35,32.0
Class F Fly-Ash,392.0,0.8,0.2,0.0,25.0,48,0.4,0.0,0.0,10.0,0.35,19.0
Class F Fly-Ash,392.0,0.8,0.2,0.0,75.0,24,0.4,0.0,0.0,10.0,0.35,33.0
slag,400.0,0.0,1.0,0.0,25.0,48,0.4,8.0,56.0,12.0,0.5,89.6
slag,400.0,0.0,1.0,0.0,25.0,48,0.4,12.0,56.0,12.0,0.5,89.2
slag,400.0,0.0,1.0,0.0,25.0,48,0.4,16.0,56.0,12.0,0.5,88.7
slag,400.0,0.0,1.0,0.0,25.0,48,0.4,20.0,56.0,12.0,0.5,86.11
slag,400.0,0.0,1.0,0.0,25.0,48,0.4,24.0,56.0,12.0,0.5,84.1
slag,394.0,0.0,1.0,0.0,80.0,24,1.81,8.0,59.0,10.0,0.55,60.0
Class F Fly-Ash,400.0,0.85,0.15,0.0,75.0,18,0.4,0.0,38.6,12.0,0.45,50.4
Class F Fly-Ash,450.0,0.5,0.5,0.0,70.0,48,0.4,22.5,36.0,12.0,0.5,60.7
Class F Fly-Ash,400.0,0.8,0.2,0.0,23.0,48,0.4,0.0,0.0,12.0,0.55,41.5
Class F Fly-Ash,400.0,0.5,0.5,0.0,23.0,48,0.4,0.0,0.0,12.0,0.75,44.5
Class F Fly-Ash,500.0,0.7,0.3,0.0,25.0,48,0.67,7.5,0.0,14.0,0.4,66.23
Class F Fly-Ash,400.0,0.7,0.3,0.0,25.0,48,0.67,4.8,0.0,14.0,0.5,58.4
Class F Fly-Ash,333.0,0.7,0.3,0.0,25.0,48,0.67,2.5,0.0,14.0,0.6,51.66
Class F Fly-Ash,286.0,0.7,0.3,0.0,25.0,48,0.67,0.0,0.0,14.0,0.7,41.65
Class F Fly-Ash,250.0,0.7,0.3,0.0,25.0,48,0.67,0.0,0.0,14.0,0.8,34.82
Class F Fly-Ash,413.0,1.0,0.0,0.0,80.0,8,0.4,0.0,0.0,12.0,0.35,34.0
Class F Fly-Ash,413.0,1.0,0.0,0.0,80.0,8,0.4,0.0,0.0,12.0,0.4,37.0
Class F Fly-Ash,413.0,1.0,0.0,0.0,80.0,8,0.4,0.0,0.0,12.0,0.45,33.8
Class F Fly-Ash,413.0,1.0,0.0,0.0,80.0,8,0.4,0.0,0.0,12.0,0.5,31.0
Class F Fly-Ash,413.0,1.0,0.0,0.0,80.0,8,0.4,0.0,0.0,12.0,0.55,29.0
Class F Fly-Ash,413.0,1.0,0.0,0.0,80.0,8,0.4,0.0,0.0,12.0,0.6,25.0
Class F Fly-Ash,413.0,1.0,0.0,0.0,80.0,8,0.4,0.0,0.0,12.0,0.65,21.8
Class F Fly-Ash,400.0,0.8,0.2,0.0,25.0,48,0.4,10.0,0.0,14.0,0.4,57.5
Class F Fly-Ash,400.0,0.7,0.3,0.0,25.0,48,0.4,12.0,0.0,14.0,0.35,66.6
Class F Fly-Ash,400.0,0.6,0.4,0.0,25.0,48,0.4,14.0,0.0,16.0,0.3,76.9
Class F Fly-Ash,400.0,1.0,0.0,0.0,70.0,24,0.4,12.0,4.0,8.0,0.47,31.0
Class F Fly-Ash,400.0,1.0,0.0,0.0,70.0,24,0.4,12.0,8.0,10.0,0.47,36.0
Class F Fly-Ash,400.0,1.0,0.0,0.0,70.0,24,0.4,12.0,14.0,12.0,0.47,39.0
Class F Fly-Ash,410.0,1.0,0.0,0.0,25.0,48,0.57,0.0,79.2,10.0,0.4,10.0
Class F Fly-Ash,410.0,1.0,0.0,0.0,75.0,24,0.57,0.0,79.2,10.0,0.4,31.1
Class F Fly-Ash,400.0,1.0,0.0,0.0,70.0,48,0.4,24.0,48.0,10.0,0.5,51.43
Class F Fly-Ash,390.0,1.0,0.0,0.0,70.0,24,0.4,0.0,66.0,14.0,0.5,38.0
slag,500.0,0.0,1.0,0.0,25.0,48,0.4,0.0,0.0,3.0,0.65,53.31
slag,500.0,0.0,1.0,0.0,25.0,48,0.67,0.0,0.0,5.0,0.65,52.13
slag,500.0,0.0,1.0,0.0,25.0,48,0.93,0.0,0.0,7.0,0.65,44.05
slag,500.0,0.0,1.0,0.0,25.0,48,1.2,0.0,0.0,9.0,0.65,36.73
slag,500.0,0.0,1.0,0.0,25.0,48,1.47,0.0,0.0,11.0,0.65,27.3
Class F Fly-Ash,381.0,1.0,0.0,0.0,25.0,48,0.4,0.0,0.0,8.0,0.45,24.5
Class F Fly-Ash,381.0,1.0,0.0,0.0,80.0,3,0.4,0.0,0.0,8.0,0.45,23.0
Class F Fly-Ash,381.0,1.0,0.0,0.0,80.0,6,0.4,0.0,0.0,8.0,0.45,33.0
Class F Fly-Ash,1050.0,1.0,0.0,0.0,90.0,24,1.05,0.0,88.0,10.0,0.39,44.4
Class F Fly-Ash,1030.0,1.0,0.0,0.0,90.0,24,0.63,0.0,84.0,10.0,0.415,53.3
Class F Fly-Ash,1016.0,1.0,0.0,0.0,90.0,24,0.38,0.0,79.0,10.0,0.44,56.9
Class F Fly-Ash,382.0,1.0,0.0,0.0,60.0,24,0.4,0.0,0.0,12.0,0.5,64.3
Class F Fly-Ash,400.0,1.0,0.0,0.0,25.0,48,0.4,0.0,0.0,12.0,0.425,12.26
Class F Fly-Ash,400.0,1.0,0.0,24.0,60.0,24,0.4,0.0,0.0,12.0,0.425,27.4
Class F Fly-Ash,378.0,1.0,0.0,24.0,60.0,24,1.0,0.0,29.46,13.0,0.35,28.67
Class F Fly-Ash,445.5,1.0,0.0,24.0,60.0,24,1.0,0.0,29.46,13.0,0.35,33.33
Class F Fly-Ash,513.0,1.0,0.0,24.0,60.0,24,1.0,0.0,29.46,13.0,0.35,37.22
Class F Fly-Ash,594.0,1.0,0.0,24.0,60.0,24,1.0,0.0,29.46,13.0,0.35,43.56
Class F Fly-Ash,661.5,1.0,0.0,24.0,60.0,24,1.0,0.0,29.46,13.0,0.35,44.78
Class F Fly-Ash,400.0,1.0,0.0,24.0,2.0,3,1.0,0.0,29.46,13.0,0.35,8.0
Class F Fly-Ash,400.0,1.0,0.0,24.0,60.0,8,1.0,0.0,29.46,13.0,0.35,38.78
Class F Fly-Ash,400.0,1.0,0.0,24.0,60.0,12,1.0,0.0,29.46,13.0,0.35,40.22
Class F Fly-Ash,400.0,1.0,0.0,24.0,60.0,24,1.0,0.0,29.46,13.0,0.35,42.33
Class F Fly-Ash,408.0,1.0,0.0,24.0,60.0,24,0.4,10.2,14.3,10.0,0.35,41.44
Class F Fly-Ash,500.0,1.0,0.0,0.0,25.0,48,0.4,10.0,60.0,12.0,0.35,27.93
Class F Fly-Ash,500.0,0.9,0.1,0.0,25.0,48,0.4,10.0,60.0,12.0,0.35,31.28
Class F Fly-Ash,500.0,0.8,0.2,0.0,25.0,48,0.4,10.0,60.0,12.0,0.35,34.91
Class F Fly-Ash,500.0,0.7,0.3,0.0,25.0,48,0.4,10.0,60.0,12.0,0.35,38.82
Class F Fly-Ash,500.0,0.6,0.4,0.0,25.0,48,0.4,10.0,60.0,12.0,0.35,40.18
Class F Fly-Ash,500.0,0.5,0.5,0.0,25.0,48,0.4,10.0,60.0,12.0,0.35,42.3
Class F Fly-Ash,500.0,0.4,0.6,0.0,25.0,48,0.4,10.0,60.0,12.0,0.35,39.01
Class F Fly-Ash,409.0,0.5,0.5,0.0,25.0,48,0.4,2.86,92.5,8.0,0.35,45.87
slag,394.0,0.0,1.0,0.0,25.0,48,0.4,5.91,59.0,8.0,0.4,52.79
slag,394.0,0.0,1.0,0.0,60.0,16,0.4,5.91,59.0,8.0,0.4,69.28
slag,394.0,0.0,1.0,0.0,90.0,16,0.4,5.91,59.0,8.0,0.4,71.63
mix,400.0,0.8,0.2,0.0,25.0,48,0.4,10.0,0.0,14.0,0.4,57.5
mix,400.0,0.7,0.3,0.0,25.0,48,0.4,12.0,0.0,14.0,0.35,66.6
mix,400.0,0.6,0.4,0.0,25.0,48,0.4,14.0,0.0,16.0,0.3,76.9
